,brand,url,label,website_active
506,dvs,https://dvsshoes.com,NOT,True
507,dw-shop,https://dw-shop.de,NOT,True
508,dweezilsfriend,https://dweezilsfriend.nl,SUS,True
509,dynafit,https://dynafit.com,NOT,True
510,dysfunctional,http://dysfunctionclothing.com/,SUS,True
511,dzaino,https://dzaino.com,SUS,True
512,e9,https://e9planet.com,SUS,True
513,earth creations,https://www.earthcreations.net,SUS,True
514,eastland,https://eastland.com.au,NOT,False
515,eastpak,https://eastpak.com,NOT,True
516,easy peasy,https://easypeasy.fr,SUS,True
517,ecco,https://gb.ecco.com/en-GB,NOT,True
518,echte,https://echte.dk,NOT,True
519,echtlieb,https://echtlieb.de,SUS,False
520,ecko,https://ecko.com,NOT,True
521,eco by sonya,https://ecobysonyadriver.eu,SUS,True
522,ecoalf,https://ecoalf.com,SUS,True
523,ecoology,https://ecoology.es,SUS,True
524,ed hardy,http://edhardyoriginals.com,NOT,True
525,edifice,http://edifice.baycrews.co.jp,NOT,True
526,edited,https://edited.nl,NOT,True
527,editions mr,https://editionsmr.fr,SUS,False
528,edun,https://edun.com,SUS,False
529,edwin,https://edwin-europe.com,NOT,True
530,effio,https://effio.nl,SUS,True
531,egyptian magic,https://egyptianmagic.com,SUS,False
532,eider,https://eider.com,NOT,False
533,eileen fisher,https://eileenfisher.com,NOT,False
534,ein garten,https://eingarten.com,SUS,False
535,ekn,https://eknfootwear.com,SUS,True
536,ekyog,https://ekyog.com,SUS,True
537,el ganso,https://elganso.com,NOT,True
538,el naturalista,https://elnaturalista.com,SUS,True
539,element,https://elementbrand.com,NOT,True
540,elemental herbology,https://elementalherbology.com,SUS,True
541,elements of freedom,https://elementsoffreedom.nl,SUS,True
542,elementy,https://elementywear.com,SUS,True
543,eljada,https://eljadafashion.nl,SUS,False
544,elkline,https://elkline.de,SUS,True
545,ellesse,https://ellesse.com,NOT,False
546,elli,https://ellifashion.co.uk,SUS,True
547,elsien gringhuis,https://elsiengringhuis.com,SUS,True
548,elvine,https://elvine.se,SUS,True
549,emanuel berg,https://emanuelberg.com,NOT,True
550,embassy of bricks and logs,https://www.embassyofbricksandlogs.de,SUS,True
551,emerica,https://emerica.com,NOT,True
552,emu,https://emusportswear.com.au,SUS,True
553,emu australia,https://emuaustralia.com.au,NOT,True
554,endura,https://endurasport.com,NOT,True
555,enfant terrible,https://l-enfantterrible.com,SUS,True
556,engelbert strauss,https://engelbert-strauss.de,NOT,True
557,enna,https://enna.com.br,SUS,True
558,enter,http://fashion-enter.com,SUS,True
559,envii,https://envii.com,NOT,True
560,episode,https://episode.eu,SUS,True
561,eq,https://eq-wear.com,SUS,True
562,erase,https://erasedproject.com,SUS,True
563,eric bompard,https://eric-bompard.com,NOT,False
564,erima,https://erima.eu,NOT,True
565,ernsting's family,https://ernstings-family.de,NOT,True
566,escape the system,https://escapethesystem.nl,SUS,True
567,espadrij l´originale,https://espadrij.com/en,SUS,True
568,esprit,https://esprit.com,NOT,True
569,esquire,https://esquirenyc.com,NOT,True
570,estefan,https://carolinaestefan.com,SUS,True
571,estella bartlett,https://estellabartlett.com,NOT,True
572,eterna,https://eterna.de,SUS,True
573,ethletic,https://ethletic.com,SUS,True
574,etiko,https://etiko.com.au,SUS,True
575,etnies,https://etnies.com,NOT,True
576,eton,https://etonshirts.com,NOT,True
577,etq,https://etq-amsterdam.com,NOT,True
578,evita,http://evita.ie,SUS,False
579,ewing,https://ewingathletics.com,SUS,True
580,express,https://express.com,NOT,True
581,expresso,https://expresso.nl,NOT,True
582,ezekiel,https://ezekielusa.com,SUS,True
583,f.a.m.,https://famapparel.com,SUS,True
584,fabienne chapot,https://fabiennechapot.com,NOT,True
585,fabrap,https://fabrap.co,SUS,True
586,fabrari,https://fabrari.com,SUS,True
587,fabric horse,https://fabrichorse.com/,SUS,True
588,fair,https://fairwear.org,SUS,True
589,fair indigo,https://fairindigo.com,SUS,True
590,fairrebel,https://fairrebel.com,SUS,True
591,fairticken,https://fairticken-shop.de,SUS,True
592,falcon,http://falconsportswear.com,NOT,True
593,falke,https://falke.com,NOT,True
594,fallen,https://fallenfootwear.us,SUS,True
595,farah,https://farah.co.uk,NOT,True
596,farina opoku,https://farinaopoku.com,SUS,False
597,fashion union,http://www.fashionunion.co.uk,NOT,True
598,fat face,https://fatface.com,NOT,False
599,feetje baby,http://feetje-baby.nl,SUS,True
600,feiyue,https://feiyue-shoes.com,SUS,True
601,felina,https://felina.com,SUS,True
602,femi stories,https://femistories.com,NOT,True
603,fendi,https://fendi.com,NOT,True
604,ferdinandnoah,https://ferdinandnoah.com,SUS,False
605,fighetti,https://fighetticlothing.com,SUS,True
606,fila,https://fila.com,NOT,False
607,filosophie,https://ourfilosophie.com,SUS,True
608,filou & friends,https://filoufriends.com,NOT,True
609,filson,https://filson.com,NOT,False
610,fine,https://fineclothing.com,NOT,True
611,finisterre,https://finisterre.com,NOT,True
612,finkid,https://finkid.de,NOT,True
613,fiona paxton,https://fiona-paxton.myshopify.com/,SUS,True
614,fiorelli,https://fiorelli.com,NOT,True
615,fiorucci,http://fiorucci.com,NOT,True
616,firetrap,https://www.firetrap.com,NOT,False
617,first,https://firstclothing.com,NOT,False
618,fisherman out of i,http://fishermanoutofireland.com,SUS,True
619,fitflop,https://fitflop.com,NOT,True
620,fiveunits,https://fiveunits.com,NOT,True
621,fjällräven,https://fjallraven.com,SUS,True
622,flexfit,https://flexfit.com,NOT,True
623,florsheim,https://www.florsheim.com,NOT,True
624,flossy,https://flossyshoes.com,NOT,True
625,folk,https://folkclothing.com,SUS,True
626,for,https://forapparel.com,NOT,True
627,for love & lemons,https://forloveandlemons.com/,NOT,True
628,for your earth,https://foryourearth.fr/?lang=en,SUS,False
629,forever 21,https://www.forever21.com,NOT,True
630,forvert,https://forvert.com,SUS,True
631,fossil,https://fossil.com,NOT,True
632,foundling,https://foundling.com.au,SUS,True
633,fraenck,https://fraenck.com,SUS,True
634,franceschetti,https://franceschetti.it,NOT,True
635,frank wright,https://frankwrightshoes.com,NOT,True
636,fratelli rossetti,https://fratellirossetti.com,NOT,True
637,freaky nation,https://freaky-nation.com,SUS,True
638,fred de la bretoni,https://freddelabretoniere.com,NOT,True
639,fred perry,https://fredperry.com,NOT,True
640,fredsbruder,https://fredsbruder.de,SUS,True
641,free people,https://freepeople.com,NOT,True
642,freebird,https://freebirdicons.com,SUS,True
643,freeman t. porter,https://freemantporter.com,NOT,True
644,freitag,https://freitag.ch,SUS,True
645,french connection,https://frenchconnection.com,NOT,True
646,fresk,http://fresk-world.com,SUS,True
647,freya,https://freyalingerie.com,NOT,True
648,frieda & freddies,https://frieda-freddies.com,NOT,True
649,frisur,https://frisurclothing.com,SUS,True
650,froccella,https://froccella.com,SUS,True
651,frogbox,https://frogbox.eu,SUS,True
652,front row shop,https://frontrowshop.com,SUS,True
653,frugi,https://www.welovefrugi.com,SUS,True
654,fruit of the loom,https://www.fruitoftheloom.co.uk,NOT,False
655,fräulein wunder,https://fraeuleinwunder-hamburg.de/,SUS,True
656,ftc cashmere,https://ftc-cashmere.com/en/home,SUS,True
657,funky buddha,https://funky-buddha.com,SUS,True
658,funkyjunk recycled,http://funkyjunkrecycled.com,SUS,True
659,furla,https://furla.com,NOT,True
660,fussl,http://www.fussl.at,SUS,True
661,g-lab,https://g-lab.com,NOT,True
662,g-star,https://g-star.com,SUS,True
663,g. h. bass & co.,https://ghbass.com,NOT,True
664,g.kero,https://gkero.com,SUS,True
665,gaastra,https://gaastrastore.com,NOT,True
666,gabba,https://gabba-denim.com,NOT,True
667,gabor,https://gaborshoes.co.uk,NOT,True
668,gabs,https://gabs.it,NOT,True
669,gadea,https://gadeashoes.com,NOT,True
670,gaiam,https://gaiam.com,SUS,True
671,gallucci,https://galluccishoes.it,NOT,True
672,gamiss,https://gamiss.com,NOT,False
673,gang,https://gang-clothing.gr,SUS,True
674,ganni,https://ganni.com,NOT,False
675,gant,https://gant.com,NOT,True
676,gap,https://gap.com,NOT,True
677,garcia,https://www.wearegarcia.com,NOT,True
678,gardenia copenhage,https://gardeniacopenhagen.com,NOT,False
679,garment project,https://garmentproject.com,NOT,True
680,gas jeans,https://gasjeans.com,NOT,True
681,gaudi,https://gaudi-clothing.com,SUS,True
682,gear4,https://gear4motorcycles.co.uk,NOT,True
683,geisha,https://geishafashion.eu,NOT,True
684,gelati,https://gelatijeans.co,NOT,True
685,gelukszoekers,https://ikbeneengelukszoeker.nl/,SUS,True
686,george gina & lucy,https://george-gina-lucy.com,SUS,True
687,geox,https://geox.com,NOT,True
688,gerry weber,https://gerryweber.com,NOT,True
689,gestuz,https://gestuz.com,NOT,True
690,gianni kavanagh,https://giannikavanagh.com,SUS,True
691,gianni lupo,https://giannilupo.com,NOT,True
692,giesswein,https://giesswein.com,SUS,True
693,gina cusachs,https://ginacusachs.com,SUS,True
694,gina tricot,https://www.ginatricot.com,NOT,True
695,giorgio 1958,http://giorgio1958.com,NOT,True
696,gipsy,https://gipsyonline.com,NOT,True
697,girav,https://girav.nl,NOT,True
698,giro,https://giro.com,NOT,True
699,givenchy,https://givenchy.com,NOT,False
700,glamorous,https://glamorous.com,NOT,True
701,globe,https://globebrand.com,NOT,True
702,globe hope,http://globehope.com,SUS,True
703,glore,https://glore.de,SUS,True
704,glorious gangsta,https://gloriousgangsta.com,NOT,False
705,gloverall,https://gloverall.com,NOT,True
706,goat organic apparel,https://goatorganicapparel.com,SUS,True
707,gola,https://gola.co.uk,NOT,True
708,golden beards,https://goldenbeards.com,SUS,True
709,golden equation,https://goldenequation.co.uk,NOT,True
710,goldgarn,https://goldgarn.masquare.de/,SUS,True
711,goliath,http://stgoliath.com,NOT,True
712,good guys,https://goodguysclothing.co,SUS,False
713,good krama,https://goodkrama.com,SUS,True
714,good news,https://goodnewsapparel.co,SUS,True
715,good tee co.,https://goodteeco.com,SUS,True
716,goodsociety,https://goodsociety.org,SUS,True
717,goosecraft,https://goosecraft.com,NOT,True
718,gore wear,https://gorewear.com,NOT,True
719,grab your garb,https://grabyourgarb.com,SUS,True
720,grace,https://ilovegraceclothing.com,SUS,True
721,graciela huam,https://gracielahuam.com,SUS,True
722,green shirts,https://green-shirts.com,SUS,True
723,greenality,https://greenality.com,SUS,True
724,greenbomb,https://greenbomb.info,SUS,False
725,greenburry,https://greenburry.de,SUS,True
726,greenland,http://greenlandtoday.com,SUS,True
727,gregory,https://gregory.net.nz,SUS,True
728,grenson,https://grenson.com,NOT,True
729,greystone,http://greystonebigsizes.com,NOT,True
730,grimey,https://grimeywear.com,SUS,True
731,groenendijk,https://groenendijkbedrijfskleding.nl,SUS,True
732,grounded,http://groundedclothing.com,NOT,False
733,grow from nature,https://growfromnature.com,SUS,True
734,gsus,https://g-sus.com,NOT,True
735,gta,https://gtasanandreas.net,NOT,True
736,gucci,https://gucci.com,NOT,False
737,guess,https://guess.eu,NOT,True
738,gugguu,https://gugguu.com,NOT,True
739,guppyfriend,https://guppyfriend.com,SUS,True
740,gustav,https://gustav-denmark.com,SUS,True
741,guts & gusto,https://gutsgusto.com,NOT,True
742,gym king,https://gymkingclothing.com.au,SUS,False
743,h.i.s,https://his.boutique,NOT,True
744,h.i.s jeans,https://his-jeans.de,NOT,True
745,hafendieb,https://hafendieb.de,SUS,True
746,haglöfs,https://haglofs.com/fi/en-fi/,NOT,False
747,haikure,https://haikure.com,SUS,True
748,haix,https://haix.de,SUS,True
749,hallhuber,https://hallhuber.com,NOT,True
750,han kjobenhavn,https://hankjobenhavn.com,SUS,True
751,hanes,https://hanes.com,SUS,True
752,hangowear,https://hangowear.de,SUS,True
753,hanna andersson,https://hannaandersson.com,NOT,True
754,hanro,https://hanro.com,SUS,True
755,hanwag,https://hanwag.com,SUS,True
756,hanz de fuko,https://hanzdefuko.com,NOT,True
757,happy plugs,https://happyplugs.com,SUS,True
758,happy size,https://happy-size.de,SUS,True
759,happy socks,https://happysocks.com,NOT,True
760,hardware,http://www.hardwareldn.com,SUS,True
761,harley davidson,https://harley-davidson.com,NOT,True
762,harold's,https://harolds.com,SUS,False
763,harrington,https://harrington.fr,NOT,True
764,harris wharf london,https://harriswharflondon.co.uk,NOT,True
765,harry,https://harrys.nz,SUS,False
766,hatico,https://hatico.de,NOT,True
767,hatley,https://hatley.com,SUS,True
768,hatsup,https://hatsupshop.com,SUS,False
769,havaianas,https://havaianas-store.com,NOT,False
770,havep,https://havep.com,SUS,True
771,hawke&co,https://hawkeco.com,NOT,True
772,head,https://head.com,NOT,True
773,head over heels,https://headoverheelsonline.com,SUS,True
774,hedgren,https://hedgren.com,NOT,True
775,heimplanet,https://heimplanet.com,SUS,True
776,hej organic,https://hejorganic.com,SUS,True
777,helly hansen,https://hellyhansen.com,NOT,True
778,helmut lang,https://helmutlang.com,NOT,True
779,helvetica mountain pioneers,https://helvetica-mp.com/,NOT,True
780,hema,https://hema.com,NOT,True
781,hempage,https://hempage.com,SUS,True
782,herrlicher,https://herrlicher.com,NOT,True
783,hers wave,https://herswave.com,SUS,True
784,herschel,https://herschel.com,NOT,True
785,hessnatur,https://hessnatur.com,SUS,True
786,hey honey,https://heyhoneyclothing.com,SUS,True
787,hi-tec,https://hi-tec.com,NOT,True
788,hidden beneath underwear,https://hiddenbeneathunderwear.com,SUS,True
789,hide the label,https://hidethelabel.com,SUS,True
790,high peak,http://hipeak.com/,NOT,True
791,hiit,https://myhiitgear.com,NOT,False
792,hikari,https://hikaricollection.com,SUS,False
793,hippytree,https://hippytree.com,SUS,True
794,hirschkind,https://hirschkind.de,SUS,True
795,hobbs,https://www.hobbs.com,NOT,True
796,holdereight,https://holdereight.com,SUS,False
797,hom,https://uk.hom.com,NOT,True
798,homebase,https://homebase.co.uk,SUS,False
799,homeboy,https://www.homeboy.eu,SUS,True
800,hoodlamb,https://hoodlamb.com,SUS,True
801,hope,https://hope-sthlm.com,NOT,True
802,horsefeathers,http://horsefeathers.eu,NOT,True
803,hot&tot,https://hottot.nl,SUS,True
804,hotter,https://hotter.com,NOT,True
805,houdini,https://houdinisportswear.com,SUS,True
806,house 99,https://www.house99.co.uk,NOT,False
807,house of hounds,https://houseofhoundsshoes.com,SUS,True
808,howies,https://howies.co.uk,SUS,True
809,hub,https://hubshop.co.uk,NOT,True
810,hub footwear,https://hubfootwear.com,NOT,True
811,huez,https://huez.co.uk,NOT,True
812,huf,https://hufworldwide.com,NOT,True
813,hugo boss,https://hugoboss.com,NOT,True
814,human nature,https://humannatureshow.com,NOT,True
815,humanoid,https://shophumanoid.com,NOT,True
816,hummel,https://hummel.net,NOT,False
817,hummel hive,https://hummel.net/,NOT,False
818,hunter,https://hunterboots.com,NOT,True
819,hunza,https://hunzag.com,NOT,True
820,hurley,https://hurley.com,NOT,True
821,hush puppies,https://hushpuppies.com,NOT,True
822,huxley,https://huxleyandharper.com,SUS,True
823,hxtn supply,http://hxtnsupply.com,SUS,True
824,hymn,http://www.hymnlondon.com,SUS,False
825,högl,https://hoegl.com/en-us,NOT,True
826,i.am+,https://freshiam.net,NOT,True
827,iammozi,https://iammozi.com,SUS,False
828,iblues,https://gb.iblues.it,NOT,False
829,iceberg,http://iceberg.com,NOT,True
830,icebreaker,https://icebreaker.com,NOT,False
831,icepeak,https://icepeak.fi,NOT,True
832,ichi,https://ichi.biz,NOT,True
833,icon brand,https://iconbrand.com,NOT,True
834,ideal of sweden,https://idealofsweden.eu,NOT,True
835,iglo + indi,https://iglo-indi.myshopify.com/,SUS,True
836,iheart,https://iheartraves.com,NOT,True
837,ikks,https://ikks.com,NOT,False
838,ilse jacobsen,https://ilsejacobsen.com,NOT,False
839,in front,https://infrontwomen.dk,SUS,True
840,incase,https://incase.com,NOT,True
841,ind-berlin,https://ind-berlin.net,SUS,True
842,indah,https://indahclothing.com,NOT,True
843,indigenous,https://indigenous.com,SUS,True
844,indigo people,https://indigopeople.net,SUS,False
845,indikidual,https://indikidual.bigcartel.com/,SUS,True
846,inferno ragazzi,https://infernoragazzi.com,SUS,True
847,inkkas,https://inkkas.com,SUS,True
848,inov-8,https://inov-8.com,NOT,True
849,insane in the rain,https://insaneintherain.com,SUS,True
850,insecta,https://shopinsecta.com,SUS,True
851,instinct,http://instinctclothing.net,SUS,True
852,inti,https://intiknitwear.com,SUS,True
853,inuikii,https://inuikii.com,NOT,True
854,inuovo,https://inuovo.com,SUS,True
855,invito,https://invito.com,NOT,True
856,inwear,https://inwear.com,NOT,True
857,inyati,https://inyati.de,SUS,True
858,ion,https://ion-products.com,SUS,True
859,iphoria,https://iphoria.com,SUS,True
860,iriedaily,https://iriedaily.de,NOT,True
861,iro,https://iroparis.com,NOT,True
862,iron roots,https://ironroots.com,SUS,True
863,isabel marant,https://isabelmarant.com,NOT,False
864,ivko,https://ivko.com,NOT,True
865,ivy & oak,https://ivy-oak.com,SUS,True
866,ivyrevel,https://ivyrevel.com,NOT,False
867,izia,https://iziaclothing.com,NOT,True
868,j.crew,https://jcrew.com,NOT,True
869,j.lindeberg,https://jlindeberg.com,NOT,False
870,jacadi,https://jacadi.us,NOT,False
871,jacamo,https://www.jacamo.co.uk,NOT,True
872,jack & jones,https://jackjones.com,NOT,False
873,jack wills,https://www.jackwills.com,NOT,False
874,jack wolfskin,https://jack-wolfskin.com,SUS,True
875,jackalo,https://hellojackalo.com,SUS,True
876,jacky luxury,https://jackyluxury.com,NOT,True
877,jack´s sportswear,http://jackssportswear.com,NOT,False
878,jaded london,https://jadedldn.com/,SUS,True
879,jako,https://jako.ie,NOT,True
880,james nicholson,https://james-nicholson.de,SUS,True
881,james perse,https://jamesperse.com,NOT,True
882,james read,https://jamesreadtan.com,NOT,True
883,jan 'n june,https://jannjune.com,SUS,True
884,jan vanderstorm,https://janvanderstorm.de,SUS,True
885,jansport,https://jansport.com,NOT,False
886,jbc,https://jbc.be,NOT,False
887,jbl,https://jbl.com,SUS,False
888,jbriels,https://www.jbriels.com,SUS,True
889,jbs,http://www.jbsclothingcompany.com,SUS,True
890,jcsophie,https://jcsophie.nl,SUS,True
891,jdwilliams,https://jdwilliams.co.uk,NOT,True
892,jeep,https://jeep-outfitter.com,NOT,True
893,jeepers peepers,https://jeeperspeepers.co.uk,SUS,True
894,jeffery west,https://jeffery-west.co.uk,NOT,True
895,jeffrey campbell,https://jeffreycampbellshoes.com,NOT,True
896,jigsaw,https://jigsaw-online.com,NOT,True
897,jil sander,https://www.jilsander.com,SUS,True
898,jim rickey,https://jimrickey.com,NOT,True
899,jimmy choo,https://jimmychoo.com,NOT,False
900,jimmy lion,https://jimmylion.com,SUS,True
901,jo ghost,https://www.joghost.com,NOT,True
902,jockey,https://jockey.com,NOT,True
903,joe browns,https://joebrowns.co.uk,NOT,True
904,john richmond,https://johnrichmond.com,NOT,True
905,john w. shoes,https://johnwshoes.de,SUS,False
906,johnny romance,https://johnnyromance.fr,SUS,True
907,johnny urban,https://johnny-urban.com,SUS,True
908,johnnylove,https://johnnylove.com,SUS,True
909,johnstons of elgin,https://johnstonsofelgin.com,SUS,True
910,jollein,https://jollein.com,NOT,True
911,joma,https://joma-sport.com,NOT,True
912,jonak,https://jonak-paris.com,NOT,True
913,joop!,https://joop.com,NOT,True
914,josef seibel,https://josefseibel.co.uk,SUS,True
915,joseph,https://joseph-fashion.com,NOT,False
916,josjes,http://josjescloset.nl,SUS,True
917,jost,https://jost-bags.com,NOT,True
918,jott,https://justoverthetop.com/en/,NOT,True
919,jottum,https://jottum.com,NOT,False
920,juffrouw jansen,https://www.juffrouwjansen.com,SUS,True
921,juicy couture,https://juicycouture.com,NOT,True
922,julia otilia,https://juliaotilia.com,SUS,True
923,junarose,https://junarose.com,NOT,False
924,jungle sol,https://junglesolcollection.com,SUS,True
925,junk de luxe,https://junkdeluxe.com,SUS,False
926,just cavalli,https://justcavalli.com,NOT,True
927,just female,https://justfemale.com,SUS,True
928,just junkies,https://justjunkies.eu,NOT,True
929,justice,https://shopjustice.com,NOT,True
930,juvia,https://www.juvia.com,NOT,True
931,jyoti - fair works,https://jyoti-fairworks.org,SUS,True
932,k-swiss,https://kswiss.com,NOT,True
933,k-way,https://k-way.co.uk,NOT,False
934,k1x,https://shop.k1x.com,NOT,True
935,kaffe,https://kaffe-clothing.com,NOT,True
936,kaikkialla,https://kaikkialla.com,SUS,True
937,kaipara,https://kaipara.de,SUS,True
938,kalenji,https://kalenji.co.uk,NOT,True
939,kaliber fashion,https://kaliberfashion.com,SUS,True
940,kalso earth shoe,https://earthshoes.com/,SUS,True
941,kangaroos,https://kangaroos.com,NOT,True
942,kangol,https://kangol.com,NOT,True
943,kanjers,https://stichtingkanjersvoorkanjers.nl,NOT,True
944,kantala,https://kantalabrands.com,SUS,True
945,kaotiko,https://kaotikobcn.com,NOT,True
946,kappa,https://kappa-usa.com,NOT,True
947,kappahl,https://www.kappahl.com,NOT,True
948,kapten & son,https://kapten-son.com,SUS,True
949,karen millen,https://karenmillen.com,NOT,True
950,kari traa,https://karitraa.com,SUS,False
951,karl kani,https://karlkani.com,NOT,True
952,karl lagerfeld,https://karllagerfeldparis.com,NOT,True
953,karrimor,https://www.karrimor.com,NOT,False
954,kavat,https://kavat.com,SUS,True
955,kavu,https://kavu.com,SUS,True
956,kazmok,https://kazmok.com,SUS,True
957,keela,https://keela.co.uk,NOT,True
958,keen,https://keenfootwear.com,NOT,True
959,keep,https://keepcompany.com,NOT,True
960,kempa,http://kempa-sports.com,NOT,True
961,"kenneth cole
",https://kennethcole.com,SUS,True
962,kenzo,https://kenzo.com,NOT,True
963,kerbholz,https://kerbholz.com,SUS,True
964,key largo,https://keylargo-shop.de,NOT,True
965,khujo,https://khujo.com,NOT,True
966,khula,https://khulawear.com,SUS,True
967,kickers,https://kickers.com,NOT,True
968,kidscase,https://kidscase.com,SUS,False
969,kiezeltje,http://kiezeltje.nl,SUS,True
970,kik,http://kik-textilien.com,NOT,True
971,kik-kid,https://kik-kidwebshop.nl,NOT,True
972,killstar,https://killstar.com,NOT,True
973,killtec,https://killtec.de,SUS,True
974,king louie,https://kinglouie.nl,SUS,True
975,kings of indigo,https://kingsofindigo.com,SUS,True
976,kings will dream,https://kingswilldream.com,NOT,True
977,kipepeo clothing,https://kipepeo-clothing.com,SUS,True
978,kipling,https://kipling.com,NOT,True
979,kismet,https://kismetcollections.com,SUS,True
980,kitaro,https://www.kitaro.fashion,NOT,True
981,kite,https://kite-clothing.co.uk,SUS,True
982,kjelvik,http://kjelvik.nl,NOT,True
983,kjus,https://kjus.com,SUS,True
984,klean kanteen,https://kleankanteen.com,SUS,True
985,kleiderhelden,https://kleiderhelden.com/,SUS,True
986,kling,https://kling.es,SUS,True
987,kmart,https://kmart.com,NOT,True
988,knirps,https://knirps.de,NOT,True
989,knomo,https://knomo.com,SUS,True
990,know the origin,https://knowtheorigin.com,SUS,True
991,kokon zwo,https://kokonzwo.de,SUS,True
992,komodo,https://komodo.online,SUS,False
993,komono,https://komono.com,NOT,True
994,kookai,https://kookai.com.au,NOT,True
995,kowtow,https://kowtowclothing.com,SUS,True
996,kreafunk,https://kreafunk.com,SUS,True
997,krochet kids,https://krochetkids.org,SUS,True
998,kronstadt,https://kronstadt.dk,SUS,True
999,kurt geiger,https://kurtgeiger.com,NOT,True
1000,kuyichi,https://kuyichi.com,SUS,True
1001,kygo,https://www.kygolife.com,NOT,True
1002,l.credi,https://lcredi-munich.de,SUS,True
1003,l.k.bennett,https://lkbennett.com,NOT,True
1004,la ligna,https://laligna.nl,NOT,True
1005,la luna rose,https://lalunarose.com,SUS,True
1006,la martina,https://lamartina.com,NOT,True
1007,la queue du chat,https://laqueueduchat.com,SUS,True
1008,la sportiva,https://lasportiva.com,NOT,True
1009,lab pal zileri,https://labpalzileri.com,NOT,True
1010,labante,https://labante.co.uk,SUS,True
1011,lacoste,https://lacoste.com,NOT,False
1012,lafuma,https://lafuma.com,NOT,False
1013,lala berlin,https://lalaberlin.com,NOT,True
1014,laladoo,https://laladoo.nl,SUS,True
1015,lamborghini,https://lamborghinistore.com,NOT,False
1016,lamour est bleu,https://lamourestbleu.com,SUS,True
1017,lancel,https://lancel.com,NOT,True
